crop,state_name,season,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture 
Maize,Odisha,Autumn,92.08,38.68,44.41,23.69,67.32,6.22,48.65,18.05
Mango,Kerala,Whole Year,10.0,44.0,28.57,33.59,52.24,5.77,123.19,24.75
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Blackgram,Uttar Pradesh,Kharif,55.55,77.27,28.6,28.71,79.94,7.53,142.32,27.93
Mango,Karnataka,Whole Year,85.47,10.53,29.81,34.22,68.0,6.42,89.77,20.0
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Papaya,Assam,Kharif,43.96,53.23,60.78,21.85,90.43,6.67,200.03,34.14
Blackgram,Madhya Pradesh,Kharif,61.48,68.68,20.16,25.03,73.51,6.3,119.05,22.72
Orange,Madhya Pradesh,Whole Year,44.89,24.06,21.72,10.0,97.78,8.04,126.91,30.58
Banana,Chhattisgarh,Whole Year,102.93,72.94,55.88,26.68,86.94,6.95,131.57,30.92
Blackgram,Telangana ,Kharif,22.1,84.44,20.77,33.6,68.07,7.02,80.95,14.53
Mango,Madhya Pradesh,Whole Year,19.24,35.36,35.73,31.43,63.51,4.64,98.33,27.53
Lentil,Nagaland,Rabi,24.94,75.82,18.15,17.56,72.48,7.14,20.0,24.42
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Lentil,Nagaland,Rabi,23.14,64.91,22.19,22.74,69.75,6.19,37.99,26.98
Maize,Karnataka,Summer,104.52,48.3,34.47,28.32,43.56,6.63,54.28,14.69
Maize,Uttar Pradesh,Kharif,95.12,59.85,38.5,20.83,91.24,6.68,163.46,23.52
Rice,Tamil Nadu,Kharif,93.77,51.88,38.56,30.53,92.66,7.26,291.28,35.16
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Orange,Tamil Nadu,Whole Year,10.0,11.49,25.82,14.03,84.52,6.0,138.55,31.8
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Rice,Punjab,Kharif,72.33,44.88,44.3,23.76,80.96,5.59,202.62,23.92
Blackgram,Odisha,Rabi,58.76,74.19,33.65,23.49,66.89,6.64,51.98,24.83
Rice,Kerala,Summer,84.69,65.11,43.76,33.19,79.51,4.8,166.79,28.93
Jute,Assam,Kharif,53.24,68.19,39.18,23.57,80.74,6.68,166.74,27.39
Banana,Tamil Nadu,Whole Year,101.23,61.58,58.31,27.22,80.33,5.95,144.82,25.64
Maize,Bihar,Autumn,89.52,58.95,25.47,26.5,72.33,6.1,110.11,19.96
Grapes,Karnataka,Whole Year,33.67,115.49,156.07,36.12,87.91,6.74,81.9,32.23
Papaya,Rajasthan,Whole Year,66.46,65.53,44.96,26.98,87.91,6.66,20.0,23.72
Banana,Uttar Pradesh,Summer,95.16,56.32,46.51,29.97,75.94,5.85,53.3,29.13
Grapes,Karnataka,Whole Year,47.82,108.4,162.38,40.0,81.23,6.2,118.68,29.73
Blackgram,Madhya Pradesh,Kharif,10.0,58.3,32.11,30.06,73.26,5.82,118.81,21.41
Jute,Nagaland,Kharif,62.06,34.28,29.98,32.26,89.24,6.36,208.33,26.94
Jute,Assam,Kharif,82.03,60.83,46.33,23.32,78.59,5.87,210.85,27.68
Maize,Uttarakhand,Kharif,54.04,41.14,29.95,28.58,72.16,6.85,144.75,25.71
Coconut,Tamil Nadu,Whole Year,25.38,5.0,31.21,27.8,98.0,6.32,156.78,32.45
Banana,Manipur,Autumn,89.99,71.27,53.97,26.64,79.1,5.74,111.79,21.75
Mango,Rajasthan,Whole Year,49.7,54.29,27.31,29.61,61.21,8.5,127.25,23.11
Rice,Assam,Summer,74.76,67.53,39.04,27.2,83.28,5.53,287.76,39.2
Maize,Bihar,Summer,55.3,48.59,37.13,23.89,71.49,5.45,55.88,27.26
Rice,Assam,Summer,89.58,42.79,47.76,30.43,73.67,5.72,212.76,31.08
Blackgram,Andhra Pradesh,Rabi,41.93,62.9,20.85,21.63,64.55,6.41,59.56,10.75
Maize,Punjab,Kharif,87.76,57.12,25.15,23.68,67.9,5.7,77.67,25.63
Banana,Assam,Whole Year,89.75,61.93,45.47,34.18,81.9,6.06,103.22,25.02
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Mango,Karnataka,Whole Year,40.98,27.8,44.54,33.59,63.41,4.7,117.76,19.39
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Coconut,Assam,Whole Year,43.39,16.4,27.93,30.94,93.32,6.01,160.72,30.05
Blackgram,Telangana ,Kharif,65.93,80.6,32.11,32.54,82.61,7.05,100.67,24.2
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Jute,West Bengal,Kharif,65.18,37.08,54.19,22.63,72.21,6.36,179.02,25.88
Orange,Assam,Whole Year,27.31,35.51,18.45,26.23,95.86,6.53,100.26,28.7
Coconut,Karnataka,Whole Year,66.23,20.51,22.52,23.82,88.83,5.67,164.1,32.12
Jute,Assam,Kharif,83.99,41.34,55.94,27.89,80.62,7.2,182.05,37.52
Orange,Tamil Nadu,Whole Year,12.39,39.25,21.3,13.18,95.13,7.07,106.19,31.64
Blackgram,West Bengal,Rabi,79.04,64.22,37.69,34.22,73.09,7.19,30.13,17.56
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Rice,Karnataka,Kharif,101.37,61.41,39.82,21.31,83.39,5.0,190.87,37.17
Banana,Assam,Rabi,70.39,58.95,53.47,25.2,76.23,6.22,104.79,24.47
Coconut,Karnataka,Whole Year,38.8,57.49,35.24,32.88,86.21,5.74,179.14,28.41
Jute,Assam,Kharif,81.97,24.01,43.17,24.75,82.71,6.07,144.3,14.77
Papaya,Andhra Pradesh,Whole Year,66.69,46.6,45.36,13.89,91.77,6.1,115.47,36.82
Rice,Odisha,Winter,82.16,53.84,51.79,17.73,82.12,6.16,159.78,29.17
Grapes,Maharashtra,Whole Year,10.0,109.33,161.99,25.62,76.68,6.25,85.44,34.34
Jute,Tripura,Kharif,86.06,40.69,39.68,33.3,98.0,6.79,226.29,29.18
Jute,Meghalaya,Kharif,57.48,39.19,45.36,26.31,94.61,6.01,227.59,42.93
Orange,Assam,Kharif,45.77,52.97,20.51,12.47,98.0,5.79,137.67,29.75
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Blackgram,Bihar,Kharif,37.47,76.48,23.49,25.54,74.46,6.37,96.32,24.42
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Maize,Maharashtra,Kharif,54.84,58.41,24.37,33.96,72.92,6.01,141.72,21.35
Banana,Tamil Nadu,Whole Year,68.79,71.6,31.53,29.21,81.26,6.7,134.44,26.42
Coconut,West Bengal,Whole Year,13.55,32.66,40.63,30.44,98.0,5.83,176.18,32.3
Grapes,Karnataka,Whole Year,26.38,123.54,165.43,31.05,79.87,6.44,115.21,28.6
Maize,Uttarakhand,Rabi,77.81,34.86,23.4,17.26,80.99,6.48,46.94,27.09
Papaya,Andhra Pradesh,Kharif,32.35,58.88,42.16,40.0,92.67,6.0,111.8,28.75
Banana,Meghalaya,Kharif,43.4,64.06,45.93,30.0,78.59,5.98,167.99,36.98
Mango,Madhya Pradesh,Whole Year,25.52,30.48,35.32,32.27,57.61,4.5,89.75,23.52
Blackgram,Andhra Pradesh,Rabi,49.9,67.79,30.41,31.34,62.87,7.0,57.49,26.34
Rice,Assam,Summer,67.6,41.22,46.04,28.82,66.06,4.5,142.85,30.97
Mango,Tamil Nadu,Whole Year,45.13,52.9,41.94,20.19,51.54,4.5,105.48,28.49
Orange,Assam,Kharif,66.78,24.57,24.39,29.01,85.49,6.1,154.35,29.87
Jute,West Bengal,Kharif,68.14,37.5,49.19,24.64,76.33,7.32,216.2,33.59
Rice,Odisha,Summer,84.63,35.56,32.78,28.46,75.35,5.11,159.92,23.9
Orange,Tamil Nadu,Whole Year,29.99,16.8,17.48,13.68,93.0,7.32,135.73,23.45
Jute,Assam,Kharif,65.57,57.09,47.38,24.12,83.36,8.5,159.27,23.67
Lentil,Nagaland,Rabi,11.29,70.23,31.88,26.6,61.73,7.17,79.46,12.32
Rice,Odisha,Autumn,107.15,47.76,40.31,29.81,77.6,8.38,216.64,31.84
Lentil,Uttarakhand,Rabi,19.52,55.88,19.22,23.88,62.68,6.78,21.11,28.23
Maize,Uttar Pradesh,Kharif,68.43,48.1,18.44,29.37,71.57,7.56,194.95,25.21
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Jute,West Bengal,Kharif,68.68,52.78,45.46,25.29,84.93,6.34,176.41,29.22
Mango,Andhra Pradesh,Kharif,27.58,26.03,38.41,37.08,58.04,6.48,138.81,22.86
Blackgram,Gujarat,Kharif,42.43,86.21,33.09,31.16,73.18,5.95,110.58,25.24
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Coconut,Assam,Whole Year,21.41,31.9,30.93,27.42,97.93,6.6,161.05,29.05
Papaya,Madhya Pradesh,Whole Year,24.5,68.3,53.6,40.0,98.0,6.48,252.37,34.67
Blackgram,Maharashtra,Kharif,40.32,61.13,27.46,30.74,68.2,6.48,111.79,23.33
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Rice,Uttar Pradesh,Kharif,79.82,67.65,51.21,28.58,91.29,5.14,275.85,30.4
Banana,Meghalaya,Kharif,86.6,78.67,46.4,27.9,77.19,6.42,147.11,34.24
Maize,Rajasthan,Kharif,106.18,53.23,32.07,29.09,57.24,6.27,138.51,21.42
Coconut,Karnataka,Whole Year,31.8,5.0,32.27,26.6,85.13,5.68,174.75,26.73
Blackgram,Odisha,Kharif,25.66,61.37,26.24,25.62,79.07,6.65,141.22,24.15
Maize,Tamil Nadu,Rabi,87.39,44.3,24.32,17.1,56.71,6.34,70.54,23.0
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Papaya,Rajasthan,Whole Year,49.2,64.11,66.3,33.47,89.45,6.88,20.0,26.46
Maize,Maharashtra,Kharif,91.08,70.57,25.46,31.85,58.87,7.21,163.72,17.89
Mango,Rajasthan,Whole Year,16.86,18.92,45.03,36.53,58.17,4.56,135.09,28.54
Rice,Tamil Nadu,Whole Year,41.77,51.26,36.65,22.19,89.12,5.55,213.18,27.24
Orange,Assam,Whole Year,23.5,23.21,16.33,24.53,90.3,7.26,115.74,29.64
Coconut,Tamil Nadu,Whole Year,10.0,23.02,41.3,30.67,98.0,4.59,159.25,24.29
Banana,Assam,Whole Year,98.34,80.15,52.91,24.75,72.62,5.77,117.21,25.16
Mango,Madhya Pradesh,Whole Year,56.97,46.94,35.19,30.59,55.07,5.82,107.05,16.71
Blackgram,Uttarakhand,Kharif,92.42,51.0,13.9,30.67,74.99,6.76,126.25,30.05
Maize,Himachal Pradesh,Kharif,93.36,31.14,21.12,18.56,71.33,5.35,110.19,23.54
Mango,Karnataka,Whole Year,25.43,31.29,47.78,34.13,62.57,4.8,129.03,10.0
Lentil,Nagaland,Rabi,18.05,67.19,19.82,38.28,67.54,5.63,43.58,15.6
Blackgram,Odisha,Summer,20.07,72.22,29.09,28.37,60.28,6.6,27.16,29.26
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Maize,Bihar,Rabi,76.94,50.43,43.32,24.81,63.31,5.9,58.93,27.7
Jute,Bihar,Kharif,57.25,57.96,43.74,24.59,82.98,5.69,229.2,29.97
Grapes,Madhya Pradesh,Whole Year,21.83,100.13,164.47,26.19,83.51,6.39,99.67,19.27
Maize,Uttar Pradesh,Rabi,53.12,20.71,32.72,21.1,58.4,5.42,20.0,28.03
Jute,Assam,Kharif,73.4,48.61,36.47,29.49,84.26,7.43,172.95,31.54
Orange,Assam,Kharif,39.85,36.9,21.83,29.48,98.0,8.5,131.38,30.43
Mango,Kerala,Whole Year,33.44,20.92,43.78,33.56,46.5,5.67,120.0,29.42
Papaya,Madhya Pradesh,Whole Year,34.68,32.01,63.56,40.0,87.52,6.14,111.51,28.96
Grapes,Maharashtra,Whole Year,10.0,128.62,167.74,40.0,77.38,6.56,101.26,28.5
Blackgram,Odisha,Autumn,28.43,63.51,24.73,30.69,62.83,7.2,113.59,23.91
Grapes,Tamil Nadu,Whole Year,11.62,130.38,171.16,32.6,83.73,5.78,75.17,24.98
Banana,Meghalaya,Kharif,81.99,57.05,45.2,30.05,93.35,5.56,165.46,35.18
Mango,Madhya Pradesh,Whole Year,10.0,24.72,35.67,35.76,57.35,6.25,135.71,19.41
Papaya,Manipur,Whole Year,25.6,73.69,60.59,38.49,84.86,6.78,145.71,26.34
Blackgram,Uttar Pradesh,Summer,34.91,47.46,16.74,36.6,63.43,7.49,73.47,25.0
Banana,Karnataka,Whole Year,69.6,80.97,46.95,27.12,92.05,6.41,173.84,33.49
Blackgram,Uttar Pradesh,Rabi,41.39,74.07,25.93,32.38,61.39,7.88,74.17,18.69
Banana,Uttar Pradesh,Summer,115.85,66.85,56.17,29.3,78.43,6.27,82.91,31.21
Jute,Assam,Kharif,105.61,47.13,42.68,27.42,68.9,7.37,160.21,35.86
Mango,Karnataka,Whole Year,61.9,32.64,30.93,36.4,52.83,7.53,108.41,28.23
Grapes,Tamil Nadu,Whole Year,56.12,103.62,175.15,25.4,81.99,5.03,76.59,30.46
Banana,Gujarat,Whole Year,84.38,84.29,47.15,28.04,79.86,6.18,95.57,18.15
Papaya,Assam,Kharif,104.32,70.11,57.66,22.92,98.0,6.18,283.97,43.56
Coconut,Kerala,Whole Year,10.0,31.9,39.59,25.98,89.28,6.44,231.62,32.19
Rice,Haryana,Kharif,70.7,52.4,38.08,22.52,86.79,4.52,168.32,30.86
Jute,West Bengal,Kharif,76.19,46.57,45.88,24.95,73.99,7.04,219.74,38.73
Banana,Chhattisgarh,Whole Year,61.75,65.47,49.72,24.83,78.28,6.2,90.17,20.13
Mango,Karnataka,Whole Year,55.66,43.55,33.62,28.84,54.25,4.66,139.77,25.72
Coconut,West Bengal,Whole Year,19.9,37.85,40.74,27.3,98.0,5.87,108.31,28.57
Papaya,Assam,Kharif,45.9,84.94,43.85,37.57,98.0,6.87,300.0,37.87
Coconut,Karnataka,Whole Year,49.99,15.91,38.38,22.62,98.0,6.89,228.86,39.87
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Jute,Odisha,Autumn,107.19,55.07,32.04,24.38,70.41,8.1,176.89,26.14
Papaya,Chhattisgarh,Whole Year,34.88,81.6,45.0,36.13,83.38,7.15,218.31,29.12
Mango,Karnataka,Whole Year,40.98,27.8,44.54,33.59,63.41,4.7,117.76,19.39
Banana,Kerala,Whole Year,96.21,62.8,42.27,22.68,82.67,6.75,100.87,31.21
Maize,Uttar Pradesh,Summer,93.04,64.74,31.12,20.83,64.64,6.57,64.01,29.68
Rice,Uttar Pradesh,Kharif,71.1,39.81,54.55,24.71,79.57,6.44,248.3,31.57
Maize,Tripura,Kharif,76.11,60.13,35.28,22.09,72.58,6.05,115.74,29.78
Orange,Assam,Whole Year,33.7,26.86,14.97,40.0,95.31,8.04,121.01,26.59
Blackgram,Gujarat,Kharif,26.85,68.08,26.68,32.43,60.6,6.46,112.25,27.11
Banana,Andhra Pradesh,Whole Year,60.65,87.52,48.8,22.62,91.04,6.65,102.3,23.75
Blackgram,Rajasthan,Kharif,33.92,52.64,26.68,38.08,71.36,7.45,74.27,18.1
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Banana,Assam,Whole Year,107.17,74.92,52.54,27.77,66.7,6.7,81.2,22.79
Coconut,Assam,Whole Year,47.61,25.64,34.91,27.86,82.36,6.07,162.85,24.93
Maize,Madhya Pradesh,Kharif,82.52,47.03,31.35,19.81,62.84,6.56,128.65,18.79
Jute,Nagaland,Kharif,89.31,72.89,39.38,27.91,94.11,5.54,158.35,29.8
Maize,Madhya Pradesh,Kharif,77.63,49.74,20.17,29.03,64.28,5.67,104.62,31.17
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Papaya,Madhya Pradesh,Whole Year,80.65,47.78,39.37,36.6,84.61,7.08,20.0,26.65
Banana,Assam,Whole Year,116.92,70.76,53.61,27.91,76.91,5.73,132.36,15.37
Papaya,Assam,Kharif,81.19,54.11,53.91,27.17,98.0,6.46,300.0,30.49
Jute,Bihar,Kharif,79.72,48.53,47.67,28.41,95.71,6.69,181.74,35.42
Blackgram,Andhra Pradesh,Rabi,37.8,62.45,30.7,23.75,62.24,6.22,24.69,24.19
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Papaya,Kerala,Whole Year,33.33,42.96,56.71,39.98,91.37,7.12,51.42,26.42
Coconut,Assam,Whole Year,35.58,28.44,38.19,30.6,89.15,5.99,179.18,29.58
Rice,Uttar Pradesh,Kharif,86.2,38.7,38.35,25.68,95.41,6.68,237.22,28.63
Coconut,Karnataka,Whole Year,10.0,20.11,32.08,21.57,98.0,6.56,223.04,32.42
Mango,Puducherry,Whole Year,10.0,22.18,41.96,34.74,63.06,5.71,105.12,23.17
Rice,Rajasthan,Kharif,77.61,53.06,47.05,24.59,84.02,6.4,300.0,30.88
Blackgram,Maharashtra,Kharif,33.29,55.13,25.73,29.8,67.03,6.66,110.17,26.66
Coconut,Puducherry,Whole Year,47.62,42.93,36.28,31.34,95.48,5.61,109.41,33.3
Blackgram,Uttar Pradesh,Kharif,26.21,74.56,32.32,27.44,67.7,6.5,102.32,19.26
Orange,Assam,Kharif,41.18,19.9,26.59,40.0,97.59,6.75,142.42,25.37
Orange,Assam,Whole Year,40.16,6.32,26.91,38.66,86.32,8.48,128.1,27.86
Banana,Tamil Nadu,Whole Year,89.77,60.72,52.3,28.87,83.48,4.56,153.55,32.48
Rice,Odisha,Winter,62.89,43.74,40.68,19.66,90.83,8.01,250.89,34.41
Rice,West Bengal,Summer,77.25,66.6,36.24,36.98,71.97,5.37,145.72,21.51
Rice,Maharashtra,Kharif,87.62,46.38,41.84,26.21,87.07,5.93,283.11,33.24
Orange,Tamil Nadu,Whole Year,10.0,34.3,24.62,30.13,92.71,6.37,149.26,28.44
Grapes,Tamil Nadu,Whole Year,11.1,126.53,163.92,22.41,88.27,6.46,88.35,24.97
Lentil,Uttarakhand,Rabi,10.0,59.06,14.86,27.92,67.45,6.75,61.76,26.66
Rice,Punjab,Kharif,64.19,22.81,41.13,25.41,88.1,4.5,105.99,26.04
Coconut,Andhra Pradesh,Whole Year,60.57,6.67,38.88,23.93,81.9,6.13,225.56,25.69
Grapes,Maharashtra,Whole Year,35.84,111.89,167.46,13.7,88.39,6.35,110.7,30.73
Banana,Assam,Whole Year,69.89,74.1,57.52,22.82,80.29,5.4,103.88,25.67
Banana,Kerala,Whole Year,104.41,77.3,40.15,32.33,86.48,5.47,133.72,23.74
Mango,Tamil Nadu,Whole Year,42.86,48.65,31.46,35.31,64.09,5.15,103.53,18.16
Jute,West Bengal,Kharif,64.26,34.86,54.34,28.01,92.72,6.27,188.72,31.1
Blackgram,Uttar Pradesh,Kharif,25.23,60.47,38.46,30.63,67.93,6.52,119.2,18.7
Jute,Nagaland,Kharif,98.46,51.43,34.77,25.41,95.45,6.34,199.18,32.45
Mango,Rajasthan,Whole Year,43.56,56.22,46.29,32.99,57.84,5.83,80.18,20.72
Rice,Bihar,Winter,79.65,29.87,47.86,26.58,76.92,5.29,214.47,21.83
Maize,Karnataka,Kharif,71.16,51.69,23.83,21.99,70.62,6.66,148.94,34.42
Blackgram,Odisha,Summer,31.86,59.34,36.41,22.99,66.03,7.31,24.0,23.53
Rice,Kerala,Winter,66.18,60.78,35.59,24.13,73.44,5.83,210.94,29.21
Grapes,Karnataka,Whole Year,16.53,131.37,175.75,40.0,86.54,5.48,114.51,26.76
Rice,Uttar Pradesh,Kharif,91.84,47.84,54.44,22.09,75.83,7.11,300.0,34.82
Papaya,Madhya Pradesh,Whole Year,42.3,69.6,45.1,27.9,88.03,6.53,225.49,26.81
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Rice,West Bengal,Winter,75.59,48.82,40.48,18.05,86.18,6.54,144.89,27.33
Orange,Assam,Whole Year,14.29,12.39,21.51,28.69,85.99,5.55,109.47,30.09
Mango,Telangana ,Whole Year,22.88,33.56,35.51,19.1,62.08,5.07,106.12,20.65
Rice,West Bengal,Autumn,95.93,63.33,37.67,29.62,73.18,6.46,165.01,26.65
Blackgram,Andhra Pradesh,Rabi,65.18,74.74,22.1,34.18,68.32,6.52,84.51,28.8
Grapes,Madhya Pradesh,Whole Year,33.71,123.42,168.84,18.66,87.99,6.13,93.64,21.59
Orange,Tamil Nadu,Whole Year,11.96,20.96,14.27,25.38,95.64,8.29,155.57,29.66
Papaya,Tamil Nadu,Whole Year,30.67,59.62,45.29,14.02,94.29,6.99,187.38,29.54
Papaya,Andhra Pradesh,Kharif,92.13,57.54,50.04,20.42,87.93,6.6,238.74,31.36
Maize,Uttar Pradesh,Summer,56.48,51.87,29.18,36.7,43.06,5.55,98.04,18.85
Rice,Punjab,Kharif,92.54,54.5,52.15,26.76,87.18,6.51,250.78,37.68
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Papaya,Kerala,Whole Year,37.51,56.67,56.34,40.0,88.01,6.67,276.99,40.69
Banana,Karnataka,Whole Year,88.06,81.06,48.25,26.57,85.2,6.58,64.14,18.57
Maize,Tamil Nadu,Whole Year,53.62,44.6,18.11,14.55,58.74,6.03,93.12,19.02
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Rice,Tripura,Kharif,71.08,54.63,46.58,17.01,85.88,5.18,260.04,29.95
Jute,West Bengal,Kharif,75.31,39.92,51.87,22.02,75.86,7.29,200.4,30.54
Orange,Assam,Whole Year,10.0,38.68,31.64,40.0,81.06,7.6,129.38,23.11
Orange,Tamil Nadu,Whole Year,23.12,33.66,17.7,31.81,94.93,5.33,155.99,33.14
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Maize,Gujarat,Summer,63.6,66.07,30.9,20.12,74.7,6.37,94.68,30.09
Coconut,Assam,Whole Year,17.0,40.41,34.16,30.67,97.61,5.89,230.52,34.04
Maize,Tamil Nadu,Kharif,63.09,47.33,21.79,21.22,69.62,5.8,121.87,19.87
Mango,Andhra Pradesh,Kharif,13.43,39.82,24.32,31.44,69.5,4.5,110.12,22.68
Coconut,Tamil Nadu,Whole Year,13.75,42.25,36.87,30.6,90.36,5.64,168.78,33.12
Mango,Tamil Nadu,Whole Year,10.01,41.65,36.7,37.28,60.27,5.33,125.47,19.2
Lentil,Nagaland,Rabi,13.63,81.77,22.45,17.63,66.97,6.5,20.0,28.52
Blackgram,Haryana,Kharif,30.45,52.18,47.04,33.46,67.96,7.56,124.18,22.21
Coconut,Goa,Whole Year,46.47,17.08,39.7,22.67,92.06,5.76,178.73,34.98
Lentil,Uttarakhand,Rabi,72.97,75.86,20.47,16.34,60.2,6.17,51.04,21.29
Lentil,Nagaland,Rabi,24.73,54.71,17.19,22.33,67.19,6.86,47.9,23.7
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Coconut,Kerala,Whole Year,61.66,6.91,39.06,27.92,93.85,6.38,223.57,29.67
Lentil,Nagaland,Rabi,18.05,67.19,19.82,38.28,67.54,5.63,43.58,15.6
Maize,Rajasthan,Kharif,75.13,42.19,19.78,34.92,87.9,6.6,149.23,22.96
Lentil,Nagaland,Rabi,14.38,41.52,26.59,24.26,71.41,5.62,55.14,22.27
Maize,Karnataka,Kharif,99.44,44.65,32.27,25.46,48.25,6.87,124.34,26.46
Jute,West Bengal,Kharif,45.13,51.38,57.32,29.3,80.92,5.75,198.42,40.36
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Blackgram,Uttar Pradesh,Kharif,83.95,55.51,20.13,32.7,74.96,7.96,66.34,21.75
Rice,Bihar,Autumn,98.3,76.78,45.41,27.66,77.62,5.91,283.4,33.96
Banana,Bihar,Whole Year,76.01,80.5,40.26,22.78,79.49,6.43,138.27,29.79
Lentil,Uttarakhand,Rabi,36.21,62.74,27.99,24.4,69.27,5.96,54.99,21.0
Orange,Tamil Nadu,Whole Year,23.12,33.66,17.7,31.81,94.93,5.33,155.99,33.14
Maize,Uttar Pradesh,Summer,40.63,27.83,30.92,29.06,78.45,6.04,31.4,18.01
Grapes,Madhya Pradesh,Whole Year,47.12,103.55,159.75,10.0,74.4,6.36,89.01,14.7
Rice,Assam,Autumn,84.09,40.37,46.86,29.55,77.84,5.54,289.98,30.74
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Jute,Madhya Pradesh,Kharif,68.95,54.19,50.31,22.81,97.19,5.54,139.79,33.01
Rice,Uttar Pradesh,Summer,105.17,49.81,48.14,28.65,78.69,5.08,174.22,29.94
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Banana,Assam,Rabi,114.54,89.26,49.15,27.5,84.31,5.99,118.73,31.6
Orange,Assam,Kharif,53.19,39.03,21.01,31.62,85.4,7.9,138.74,23.63
Banana,Rajasthan,Whole Year,76.29,78.58,59.41,26.03,90.27,5.79,151.21,32.29
Papaya,Assam,Kharif,61.05,54.56,44.08,23.38,97.74,7.15,113.37,33.77
Blackgram,Uttar Pradesh,Summer,50.86,53.24,35.05,33.29,61.12,6.58,34.71,21.21
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Mango,Manipur,Whole Year,10.0,27.25,40.53,32.11,50.63,7.21,125.97,20.89
Papaya,Rajasthan,Whole Year,54.99,70.9,56.68,37.25,90.51,6.96,109.46,28.66
Grapes,Maharashtra,Whole Year,43.01,122.48,159.77,40.0,79.33,6.49,81.03,20.58
Maize,Bihar,Autumn,90.86,36.31,33.53,21.19,62.81,6.6,92.57,21.28
Coconut,Assam,Whole Year,23.28,20.95,33.46,30.14,89.63,6.23,141.12,34.39
Banana,Madhya Pradesh,Whole Year,90.14,99.04,53.47,30.26,81.23,6.02,100.29,24.9
Orange,Assam,Kharif,39.32,49.78,11.62,10.0,97.32,4.5,147.36,32.59
Grapes,Karnataka,Whole Year,26.38,123.54,165.43,31.05,79.87,6.44,115.21,28.6
Coconut,West Bengal,Whole Year,37.46,58.78,48.26,31.12,92.73,5.96,70.79,31.18
Papaya,Tamil Nadu,Whole Year,59.37,51.54,50.12,32.51,93.24,6.38,157.96,32.54
Banana,Uttar Pradesh,Whole Year,97.89,74.89,43.44,28.99,83.73,6.06,131.4,37.11
Coconut,Tamil Nadu,Whole Year,48.73,5.0,36.73,28.31,98.0,6.28,111.93,36.45
Mango,Kerala,Whole Year,20.62,44.52,28.64,34.44,58.86,6.62,120.41,32.64
